"id","Sex","BIRTHDAY_new","Natal.pride","n_census","season","year","capture.date","begin","north","east","age.at.capture","stage","stage.next","pride","group","last.seen.date","last.seen.status","survival","reproduction","repro.stage","cubs","last.seen","stage.nb","death.census","coalition","habitat","habitat.code","location","location.code","nb_nm_coal_pop","pop_size","nb_af_pride","coal_size","nb_nm_coal_hr"
"NAIBU","M","1972-07-15","UNK",1,"wet",1985,"1984-11-15",NA,9707200,735700,149,"RM",NA,"BF","NAFASI,NAIBU&SONS","1984-12-11",NA,0,NA,NA,NA,NA,10,NA,"NAFASI,NAIBU&SONS","grassland",0,"periphery",0,7,269,3,2,0
"SMF","M","1978-05-15","SM",1,"wet",1985,"1984-11-15",NA,9707200,735700,79,"RM",NA,"BF","NAFASI,NAIBU&SONS","1985-03-04",NA,0,NA,NA,NA,NA,10,NA,"NAFASI,NAIBU&SONS","grassland",0,"periphery",0,7,269,3,2,0
"BARBARA","F","1967-10-15","BF",1,"wet",1985,"1984-11-15",NA,9711100,738900,206,"AF",NA,"BF","BF","1985-06-04",NA,0,NA,NA,NA,NA,4,NA,NA,"grassland",0,"periphery",0,7,269,3,NA,0
"BARBIE","F","1978-08-15","BF",1,"wet",1985,"1984-11-15",NA,9711100,738900,76,"AF","AF","BF","BF","1996-04-10",NA,1,1,"NR",1,NA,4,NA,NA,"grassland",0,"periphery",0,7,269,3,NA,0
"BFG","M","1984-09-15","BF",1,"wet",1985,"1984-11-15",NA,9711100,738900,3,"C",NA,"BF","BF","1985-03-04",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,7,269,3,NA,0
"BARABARA","F","1978-08-15","BF",1,"wet",1985,"1984-11-15","09:30:00",9709900,742000,76,"AF","AF","BF","BF","1994-01-29",NA,1,NA,"NR",0,NA,4,NA,NA,"grassland",0,"periphery",0,7,269,3,NA,0
"BARBET","M","1978-08-15","BF",1,"wet",1985,"1984-11-15","08:00:00",9715800,713600,76,"RM","RM","BM","EL-BRAVO&BARBET","1988-02-01",NA,1,NA,NA,NA,NA,10,NA,"EL-BRAVO&BARBET","grassland",0,"centre",1,7,269,2,1,0
"BM2","F","1976-09-15","BM",1,"wet",1985,"1984-11-15","08:00:00",9715800,713600,99,"AF","AF","BM","BM","1987-07-21","D",1,0,"NR",NA,NA,4,7,NA,"grassland",0,"centre",1,7,269,2,NA,0
"BMF","M","1984-06-15","BM",1,"wet",1985,"1984-11-15","08:00:00",9715800,713600,6,"J","SA1","BM","BM","1988-03-09",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,2,NA,0
"BMG","M","1984-06-15","BM",1,"wet",1985,"1984-11-15","08:00:00",9715800,713600,6,"J","SA1","BM","BM","1987-09-11",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,2,NA,0
"BMH","M","1984-06-15","BM",1,"wet",1985,"1984-11-15","08:00:00",9715800,713600,6,"J","SA1","BM","BM","1988-03-09",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,2,NA,0
"MONEY","F","1970-02-15","BM",1,"wet",1985,"1984-11-15","08:00:00",9715800,713600,178,"AF","AF","BM","BM","1986-06-03",NA,1,NA,"NR",0,NA,4,NA,NA,"grassland",0,"centre",1,7,269,2,NA,0
"UK2","M","1976-07-15","UNK",1,"wet",1985,"1984-11-15","18:30:00",9735100,700800,101,"RM","RM","CS","UK1&2","1985-09-02",NA,1,NA,NA,NA,NA,10,NA,"UK1&2","open woodland",1,"periphery",0,7,269,11,2,0
"CS21","F","1984-07-15","CS",1,"wet",1985,"1984-11-15","18:30:00",9735100,700800,5,"C","J","CS","CS","1985-09-12",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS22","F","1984-07-15","CS",1,"wet",1985,"1984-11-15","18:30:00",9735100,700800,5,"C","J","CS","CS","1985-09-12",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CSU","F","1980-12-15","CS",1,"wet",1985,"1984-11-15","18:30:00",9735100,700800,48,"AF","AF","CS","CS","1988-07-06",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"UK1","M","1976-07-15","UNK",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,101,"RM","RM","CS","UK1&2","1985-09-12",NA,1,NA,NA,NA,NA,10,NA,"UK1&2","open woodland",1,"periphery",0,7,269,11,2,0
"CFB","F","1973-09-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,135,"AF","AF","CS","CS","1987-11-03",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CFC","F","1973-09-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,135,"AF","AF","CS","CS","1986-03-02",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CFH","F","1973-09-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,135,"AF","AF","CS","CS","1988-05-10",NA,1,1,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS01","F","1983-09-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,15,"SA1",NA,"CS","CS","1985-04-10",NA,0,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS02","M","1983-09-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,15,"SA1","SA2M","CS","CS","1985-07-31",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS03","M","1983-09-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,15,"SA1","SA2M","CS","CS","1986-05-05",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS04","M","1983-11-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,13,"SA1","SA2M","CS","CS","1986-05-05",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS05","F","1983-09-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,15,"SA1","SA2F","CS","CS","1992-04-14",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS06","F","1983-11-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,13,"SA1","SA2F","CS","CS","1986-05-05",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS07","M","1983-09-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,15,"SA1","SA2M","CS","CS","1986-05-05",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS08","M","1983-11-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,13,"SA1","SA2M","CS","CS","1986-04-13",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS09","M","1983-11-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,13,"SA1","SA2M","CS","CS","1986-05-05",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS10","M","1983-11-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,13,"SA1","SA2M","CS","CS","1986-08-26",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS11","F","1984-01-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,11,"J","SA1","CS","CS","1986-05-05",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS12","F","1984-01-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,11,"J","SA1","CS","CS","1985-09-02",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS13","F","1984-01-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,11,"J","SA1","CS","CS","1989-04-04","D",1,NA,NA,NA,NA,13,10,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS14","M","1983-11-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,13,"SA1","SA2M","CS","CS","1986-09-01",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS15","F","1984-02-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,10,"J","SA1","CS","CS","1985-09-02",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS16","F","1984-02-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,10,"J","SA1","CS","CS","1986-09-01",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS17","F","1984-02-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,10,"J",NA,"CS","CS","1985-04-10",NA,0,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS19","F","1984-02-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,10,"J","SA1","CS","CS","1987-10-26",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CS20","M","1984-02-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,10,"J",NA,"CS","CS","1985-04-10",NA,0,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CSA","F","1977-11-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,85,"AF","AF","CS","CS","1991-06-08",NA,1,1,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CSS","F","1980-10-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,50,"AF","AF","CS","CS","1985-10-21",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CST","F","1980-10-15","CS",1,"wet",1985,"1984-11-15","07:30:00",9735400,701000,50,"AF","AF","CS","CS","1991-03-07",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CFI","F","1973-09-15","CS",1,"wet",1985,"1984-11-15","08:00:00",9731900,701400,135,"AF","AF","CS","CS","1985-10-15","D",1,NA,"NR",0,NA,4,3,NA,"grassland",0,"periphery",0,7,269,11,NA,0
"CSM","F","1980-02-15","CS",1,"wet",1985,"1984-11-15","08:00:00",9731900,701400,58,"AF","AF","CS","CS","1992-08-07",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"CSN","F","1980-09-15","CS",1,"wet",1985,"1984-11-15","08:00:00",9731900,701400,51,"AF","AF","CS","CS","1998-03-25",NA,1,1,"NR",0,NA,4,NA,NA,"grassland",0,"periphery",0,7,269,11,NA,0
"CL","F","1981-04-15","CS",1,"wet",1985,"1984-11-15","08:00:00",9732400,706100,44,"AF","AF","CS","CS","1989-06-16",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,7,269,11,NA,0
"DOUBLEGOYCH","M","1975-07-15","UNK",1,"wet",1985,"1984-11-15","10:10:00",9689300,736100,113,"RM","NM","GO","DOUBLE-GOYCH,GOYCH&ORANG","1985-12-26",NA,1,NA,NA,NA,NA,10,NA,"DOUBLE-GOYCH,GOYCH&ORANG","grassland",0,"periphery",0,7,269,4,3,2
"GOYCH","M","1976-01-15","UNK",1,"wet",1985,"1984-11-15","10:10:00",9689300,736100,107,"RM",NA,"GO","DOUBLE-GOYCH,GOYCH&ORANG","1985-03-04","D",0,NA,NA,NA,NA,10,2,"DOUBLE-GOYCH,GOYCH&ORANG","grassland",0,"centre",1,7,269,4,3,2
"GOKA","F","1976-04-15","GO",1,"wet",1985,"1984-11-15","09:00:00",9696100,733500,104,"AF","AF","GO","GO","1991-06-06",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"GOKO","F","1976-06-15","GO",1,"wet",1985,"1984-11-15","18:25:00",9696500,732000,102,"AF","AF","GO","GO","1991-03-13",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,7,269,4,NA,0
"GOFU","F","1976-04-15","GO",1,"wet",1985,"1984-11-15","18:40:00",9697000,729800,104,"AF","AF","GO","GO","1991-10-21",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"ORANG","M","1975-07-15","UNK",1,"wet",1985,"1984-11-15","07:05:00",9698900,729000,113,"RM",NA,"GO","DOUBLE-GOYCH,GOYCH&ORANG","1984-12-04",NA,0,NA,NA,NA,NA,10,NA,"DOUBLE-GOYCH,GOYCH&ORANG","grassland",0,"centre",1,7,269,4,3,2
"GLOW","F","1972-03-15","GO",1,"wet",1985,"1984-11-15","07:05:00",9698900,729000,153,"AF","AF","GO","GO","1986-11-10",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"G05","F","1983-04-15","GW",1,"wet",1985,"1984-11-15","16:15:00",9700700,726300,20,"SA2F","AF","GW","GW","1987-11-30","D",1,NA,NA,NA,NA,2,8,NA,"grassland",0,"centre",1,7,269,2,NA,0
"G06","F","1983-12-15","GW",1,"wet",1985,"1984-11-15","16:15:00",9700700,726300,12,"SA1","SA2F","GW","GW","1992-03-04",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,7,269,2,NA,0
"G07","F","1983-12-15","GW",1,"wet",1985,"1984-11-15","16:15:00",9700700,726300,12,"SA1","SA2F","GW","GW","2001-09-07","D",1,NA,NA,NA,NA,1,35,NA,"grassland",0,"centre",1,7,269,2,NA,0
"GOLDA","F","1972-03-15","GO",1,"wet",1985,"1984-11-15","16:15:00",9700700,726300,153,"AF","AF","GW","GW","1985-08-10",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,2,NA,0
"GOLDFISH","F","1974-03-15","GO",1,"wet",1985,"1984-11-15","16:15:00",9700700,726300,129,"AF","AF","GW","GW","1986-11-10","D",1,1,"NR",0,NA,4,5,NA,"grassland",0,"centre",1,7,269,2,NA,0
"L35","M","1984-06-15","K2",1,"wet",1985,"1984-11-15","08:20:00",9725000,713700,6,"J","SA1","K2","K2","1985-12-24",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"centre",1,7,269,2,NA,0
"L36","F","1984-06-15","K2",1,"wet",1985,"1984-11-15","08:20:00",9725000,713700,6,"J","SA1","K2","K2","1985-10-06",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"centre",1,7,269,2,NA,0
"L38","F","1984-06-15","K2",1,"wet",1985,"1984-11-15","08:20:00",9725000,713700,6,"J","SA1","K2","K2","1992-12-27",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"centre",1,7,269,2,NA,0
"LL5","F","1982-06-15","KB",1,"wet",1985,"1984-11-15","08:05:00",9717400,714600,30,"AF","AF","K2","K2","1989-01-13",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,2,NA,0
"LLV","F","1982-03-15","KB",1,"wet",1985,"1984-11-15","08:05:00",9717400,714600,33,"AF","AF","K2","K2","1992-02-25",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,2,NA,0
"LLW","M","1982-03-15","KB",1,"wet",1985,"1984-11-15","08:05:00",9717400,714600,33,"NM","NM","NO","LLW","1989-12-13",NA,1,NA,NA,NA,NA,9,NA,"LLW","grassland",0,"centre",1,7,269,NA,1,NA
"LLX","M","1982-03-15","KB",1,"wet",1985,"1984-11-15","08:05:00",9717400,714600,33,"NM",NA,"NO","LLX","1985-03-23",NA,0,NA,NA,NA,NA,9,NA,"LLX","grassland",0,"centre",1,7,269,NA,1,NA
"K01","M","1984-08-15","KB",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,4,"C",NA,"KB","KB","1985-06-05",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"K02","F","1984-08-15","KB",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,4,"C",NA,"KB","KB","1985-06-05",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"K03","M","1984-08-15","KB",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,4,"C","J","KB","KB","1989-08-19",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"K04","F","1984-08-15","KB",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,4,"C","J","KB","KB","1986-08-19",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"K05","M","1984-08-15","KB",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,4,"C",NA,"KB","KB","1985-06-05",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"K06","F","1984-08-15","KB",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,4,"C","J","KB","KB","1996-08-12","D",1,NA,NA,NA,NA,13,25,NA,"grassland",0,"centre",1,7,269,4,NA,0
"K07","M","1984-08-15","KB",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,4,"C",NA,"KB","KB","1985-06-05",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"K08","M","1984-08-15","KB",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,4,"C",NA,"KB","KB","1985-06-05",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"L08","F","1976-10-15","LL",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,98,"AF","AF","KB","KB","1986-10-31",NA,1,1,"NR",0,NA,4,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"L10","F","1976-10-15","LL",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,98,"AF","AF","KB","KB","1987-12-05",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"L12","F","1977-03-15","LL",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,93,"AF","AF","KB","KB","1990-01-15",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,4,NA,0
"L15","F","1977-06-15","LL",1,"wet",1985,"1984-11-15","18:00:00",9720200,721600,90,"AF","AF","KB","KB","1994-05-31","D",1,0,"NR",NA,NA,4,20,NA,"grassland",0,"centre",1,7,269,4,NA,0
"FEARLESS","M","1976-07-15","UNK",1,"wet",1985,"1984-11-15","11:30:00",9718000,723100,101,"RM","RM","KB","FEARLESS&FOSDICK","1987-10-02",NA,1,NA,NA,NA,NA,10,NA,"FEARLESS&FOSDICK","grassland",0,"centre",1,7,269,4,2,2
"FOSDICK","M","1976-07-15","UNK",1,"wet",1985,"1984-11-15","11:30:00",9718000,723100,101,"RM","RM","KB","FEARLESS&FOSDICK","1985-08-13",NA,1,NA,NA,NA,NA,10,NA,"FEARLESS&FOSDICK","grassland",0,"centre",1,7,269,4,2,2
"7SD","M","1973-04-15","SWM",1,"wet",1985,"1984-11-15","07:25:00",9728200,712400,140,"RM","RM","LL","SEVEN-SAMS","1987-04-04","D",1,NA,NA,NA,NA,10,6,"SEVEN-SAMS","grassland",0,"centre",1,7,269,6,3,0
"LLH","F","1979-08-15","LL",1,"wet",1985,"1984-11-15","07:25:00",9728200,712400,64,"AF","AF","LL","LL","1993-07-29",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,6,NA,0
"7SH","M","1973-04-15","SWM",1,"wet",1985,"1984-11-15","07:35:00",9726600,711700,140,"RM",NA,"LL","SEVEN-SAMS","1985-04-01",NA,0,NA,NA,NA,NA,10,NA,"SEVEN-SAMS","open woodland",1,"centre",1,7,269,6,3,0
"L22","M","1982-12-15","LL",1,"wet",1985,"1984-11-15","07:35:00",9726600,711700,24,"SA2M","YM1","LL","LL","1985-12-25",NA,1,NA,NA,NA,NA,3,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"LLI","F","1979-08-15","LL",1,"wet",1985,"1984-11-15","07:35:00",9726600,711700,64,"AF","AF","LL","LL","1991-11-17",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"L31","M","1983-05-15","LL",1,"wet",1985,"1984-11-15","08:00:00",9727000,713200,19,"SA2M","YM1","LL","LL","1986-03-09",NA,1,NA,NA,NA,NA,3,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"L32","F","1983-08-15","LL",1,"wet",1985,"1984-11-15","08:00:00",9727000,713200,16,"SA1","SA2F","LL","LL","1993-06-25","D",1,NA,NA,NA,NA,1,19,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"L33","M","1983-08-15","LL",1,"wet",1985,"1984-11-15","08:00:00",9727000,713200,16,"SA1",NA,"LL","LL","1984-11-26",NA,0,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"L34","M","1983-08-15","LL",1,"wet",1985,"1984-11-15","08:00:00",9727000,713200,16,"SA1","SA2M","LL","LL","1986-12-13",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"LLA","F","1979-06-15","LL",1,"wet",1985,"1984-11-15","08:00:00",9727000,713200,66,"AF","AF","LL","LL","1994-03-01",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,6,NA,0
"LLC","F","1979-06-15","LL",1,"wet",1985,"1984-11-15","08:00:00",9727000,713200,66,"AF","AF","LL","LL","1990-10-29",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"LOLIONA","F","1973-07-15","LL",1,"wet",1985,"1984-11-15","08:00:00",9727000,713200,137,"AF",NA,"LL","LL","1985-07-13",NA,0,NA,NA,NA,NA,4,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"L20","M","1982-12-15","LL",1,"wet",1985,"1984-11-15","07:30:00",9729300,710600,24,"YM1","YM2","LL","LL","1985-08-01",NA,1,NA,NA,NA,NA,5,NA,NA,"grassland",0,"centre",1,7,269,6,NA,0
"L21","M","1982-12-15","LL",1,"wet",1985,"1984-11-15","07:30:00",9729300,710600,24,"SA2M","YM1","LL","LL","1989-11-29","D*",1,NA,NA,NA,NA,3,12,NA,"grassland",0,"centre",1,7,269,6,NA,0
"L23","F","1983-01-15","LL",1,"wet",1985,"1984-11-15","07:30:00",9729300,710600,23,"SA2F","AF","LL","LL","1994-03-01","D",1,NA,NA,NA,NA,2,20,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"L24","M","1983-01-15","LL",1,"wet",1985,"1984-11-15","07:30:00",9729300,710600,23,"SA2M","YM1","LL","LL","1985-12-25",NA,1,NA,NA,NA,NA,3,NA,NA,"grassland",0,"centre",1,7,269,6,NA,0
"L25","F","1983-01-15","LL",1,"wet",1985,"1984-11-15","07:30:00",9729300,710600,23,"SA2F","AF","LL","LL","1994-03-20","D",1,NA,NA,NA,NA,2,20,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"L26","F","1983-03-15","LL",1,"wet",1985,"1984-11-15","07:30:00",9729300,710600,21,"SA2F","AF","LL","LL","1988-03-25",NA,1,NA,NA,NA,NA,2,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"L27","M","1983-03-15","LL",1,"wet",1985,"1984-11-15","07:30:00",9729300,710600,21,"SA2M","YM1","LL","LL","1986-03-09",NA,1,NA,NA,NA,NA,3,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"L28","F","1983-03-15","LL",1,"wet",1985,"1984-11-15","07:30:00",9729300,710600,21,"SA2F","AF","LL","LL","1993-12-04",NA,1,NA,NA,NA,NA,2,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"LOLA","F","1973-07-15","LL",1,"wet",1985,"1984-11-15","07:30:00",9729300,710600,137,"AF","AF","LL","LL","1989-04-07",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"centre",1,7,269,6,NA,0
"7SI","M","1973-04-15","SWM",1,"wet",1985,"1984-11-15","07:45:00",9725700,713800,140,"RM",NA,"LL","SEVEN-SAMS","1985-05-10",NA,0,NA,NA,NA,NA,10,NA,"SEVEN-SAMS","open woodland",1,"centre",1,7,269,6,3,0
"MP4","F","1981-05-15","MS",1,"wet",1985,"1984-11-15","17:30:00",9722900,709000,43,"AF","AF","MK","MK","1996-11-21",NA,1,1,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,3,NA,0
"MP7","F","1981-02-15","MS",1,"wet",1985,"1984-11-15","17:30:00",9722900,709000,46,"AF","AF","MK","MK","1997-12-05",NA,1,1,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,3,NA,0
"MSF","F","1980-04-15","MS",1,"wet",1985,"1984-11-15","17:30:00",9722900,709000,56,"AF","AF","MK","MK","1993-07-13",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,7,269,3,NA,0
"BC2","M","1978-01-15","UNK",1,"wet",1985,"1984-11-15","09:00:00",9720700,709900,83,"RM","RM","MS","BOMA-CAVE-MALES","1989-02-05",NA,1,NA,NA,NA,NA,10,NA,"BOMA-CAVE-MALES","grassland",0,"periphery",0,7,269,7,4,1
"BC4","M","1978-01-15","UNK",1,"wet",1985,"1984-11-15","09:10:00",9722700,709500,83,"RM","RM","MS","BOMA-CAVE-MALES","1990-08-21",NA,1,NA,NA,NA,NA,10,NA,"BOMA-CAVE-MALES","grassland",0,"centre",1,7,269,7,4,1
"BC3","M","1978-01-15","UNK",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,83,"RM","RM","MS","BOMA-CAVE-MALES","1986-12-16",NA,1,NA,NA,NA,NA,10,NA,"BOMA-CAVE-MALES","grassland",0,"periphery",0,7,269,7,4,1
"MAJANI","F","1973-06-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,138,"AF","AF","MS","MS","1988-07-30",NA,1,0,"NR",NA,NA,4,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MAPEMA","F","1973-02-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,142,"AF","AF","MS","MS","1987-07-26","D",1,0,"NR",NA,NA,4,7,NA,"grassland",0,"centre",1,7,269,7,NA,0
"MAVUNO","F","1973-06-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,138,"AF","AF","MS","MS","1987-10-16",NA,1,0,"NR",NA,NA,4,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MISS","F","1973-08-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,136,"AF","AF","MS","MS","1988-07-07",NA,1,0,"NR",NA,NA,4,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
"MOSS","F","1973-08-15","MS",1,"wet",1985,"1984-11-15","17:40:00",9723000,706100,136,"AF","AF","MS","MS","1990-08-06",NA,1,0,"NR",NA,NA,4,NA,NA,"savannah",0,"periphery",0,7,269,7,NA,0
