"id","Sex","BIRTHDAY_new","Natal.pride","n_census","season","year","capture.date","begin","north","east","age.at.capture","stage","stage.next","pride","group","last.seen.date","last.seen.status","survival","reproduction","repro.stage","cubs","last.seen","stage.nb","death.census","coalition","habitat","habitat.code","location","location.code","nb_nm_coal_pop","pop_size","nb_af_pride","coal_size","nb_nm_coal_hr"
"CS123","F","2009-07-15","CS",53,"wet",2011,"2010-11-15","07:10:00",9728500,700280,17,"SA1","SA2F","CS","CS","2011-08-23",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,5,579,3,NA,1
"CS124","F","2009-07-15","CS",53,"wet",2011,"2010-11-15","07:10:00",9728500,700280,17,"SA1","SA2F","CS","CS","2011-08-23",NA,1,NA,NA,NA,NA,1,NA,NA,"open woodland",1,"periphery",0,5,579,3,NA,1
"BAHA","M","2006-01-15","UNK",53,"wet",2011,"2010-11-15","07:18:00",9731070,699920,59,"RM","RM","TR","BAHA,TARMO&UO",NA,NA,1,NA,NA,NA,NA,10,NA,"BAHA,TARMO&UO","open woodland",1,"periphery",0,5,579,7,2,3
"UO","M","2006-01-15","UNK",53,"wet",2011,"2010-11-15","09:17:00",9728000,698720,59,"RM","RM","TR","BAHA,TARMO&UO",NA,NA,1,NA,NA,NA,NA,10,NA,"BAHA,TARMO&UO","open woodland",1,"periphery",0,5,579,7,2,3
"CV03","F","1999-03-15","CV",53,"wet",2011,"2010-11-15","09:38:00",9715660,723280,141,"AF","AF","CV","CV",NA,NA,1,NA,"RAF_3",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"CV08","F","1999-03-15","CV",53,"wet",2011,"2010-11-15","09:38:00",9715660,723280,141,"AF","AF","CV","CV","2012-09-21",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"CV105","F","2009-07-15","CV",53,"wet",2011,"2010-11-15","09:38:00",9715660,723280,17,"SA1","SA2F","CV","CV",NA,NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"CV24","F","2001-02-15","CV",53,"wet",2011,"2010-11-15","09:38:00",9715660,723280,118,"AF","AF","CV","CV","2012-02-03",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"CV32","F","2001-04-15","CV",53,"wet",2011,"2010-11-15","09:38:00",9715660,723280,116,"AF","AF","CV","CV",NA,NA,1,1,"NR",0,NA,4,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"CV90","M","2008-06-15","CV",53,"wet",2011,"2010-11-15","09:38:00",9715660,723280,30,"YM2","YM3","CV","CV","2012-02-18",NA,1,NA,NA,NA,NA,6,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"CV91","F","2008-06-15","CV",53,"wet",2011,"2010-11-15","09:38:00",9715660,723280,30,"AF","AF","CV","CV",NA,NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"CV94","M","2009-02-15","CV",53,"wet",2011,"2010-11-15","09:38:00",9715660,723280,22,"SA2M","YM1","CV","CV","2012-02-18",NA,1,NA,NA,NA,NA,3,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"CV97","F","2009-03-15","CV",53,"wet",2011,"2010-11-15","09:38:00",9715660,723280,21,"SA2F","AF","CV","CV",NA,NA,1,NA,NA,NA,NA,2,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"CV98","F","2009-03-15","CV",53,"wet",2011,"2010-11-15","09:38:00",9715660,723280,21,"SA2F","AF","CV","CV",NA,NA,1,NA,NA,NA,NA,2,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"CV95","F","2009-02-15","CV",53,"wet",2011,"2010-11-15","17:40:00",9715600,723290,22,"SA2F","AF","CV","CV",NA,NA,1,NA,NA,NA,NA,2,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"MK21","F","1993-09-15","MK",53,"wet",2011,"2010-11-15","17:40:00",9715600,723290,207,"AF",NA,"CV","CV","2010-11-19",NA,0,NA,NA,NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,6,NA,1
"PN90","M","2001-02-15","PN",53,"wet",2011,"2010-11-15","09:15:00",9715940,723970,118,"RM","RM","CV","GREEK GODS","2011-10-30",NA,1,NA,NA,NA,NA,10,NA,"GREEK GODS","grassland",0,"centre",1,5,579,6,2,0
"PN92","M","2001-02-15","PN",53,"wet",2011,"2010-11-15","09:45:00",9715910,723380,118,"RM",NA,"CV","GREEK GODS","2011-04-03",NA,0,NA,NA,NA,NA,10,NA,"GREEK GODS","grassland",0,"centre",1,5,579,6,2,0
"JK-M","F","2003-02-15","JK",53,"wet",2011,"2010-11-15","11:45:00",9717220,713970,94,"AF","AF","JK","JK",NA,NA,1,1,"NR",0,NA,4,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"JK-Q","F","2005-05-15","JK",53,"wet",2011,"2010-11-15","11:45:00",9717220,713970,67,"AF","AF","JK","JK",NA,NA,1,1,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"EP03","F","2003-07-15","EP",53,"wet",2011,"2010-11-15","12:03:00",9712060,706770,89,"AF","AF","EP","EP",NA,NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,2,NA,1
"EP09","F","2004-04-15","EP",53,"wet",2011,"2010-11-15","13:42:00",9713840,709030,80,"AF","AF","EP","EP",NA,NA,1,1,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,2,NA,1
"EP39","M","2010-08-15","EP",53,"wet",2011,"2010-11-15","13:42:00",9713840,709030,4,"C",NA,"EP","EP","2011-03-27",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,5,579,2,NA,1
"EP40","F","2010-08-15","EP",53,"wet",2011,"2010-11-15","13:42:00",9713840,709030,4,"C",NA,"EP","EP","2011-06-06",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,5,579,2,NA,1
"EP41","M","2010-09-15","EP",53,"wet",2011,"2010-11-15","13:42:00",9713840,709030,3,"C",NA,"EP","EP","2010-12-20",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,5,579,2,NA,1
"EP42","M","2010-09-15","EP",53,"wet",2011,"2010-11-15","13:42:00",9713840,709030,3,"C",NA,"EP","EP","2010-12-20",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,5,579,2,NA,1
"S#98","M","2004-08-15","S#",53,"wet",2011,"2010-11-15","15:56:00",9714020,709710,76,"RM","RM","EP","THE KILLERS",NA,NA,1,NA,NA,NA,NA,10,NA,"THE KILLERS","grassland",0,"periphery",0,5,579,8,4,2
"MH66","F","2003-09-15","MM",53,"wet",2011,"2010-11-15","06:13:00",9732370,696270,87,"AF","AF","HL","HL",NA,NA,1,NA,"RAF_1",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,1,NA,1
"MMU","M","2010-09-15","HL",53,"wet",2011,"2010-11-15","06:13:00",9732370,696270,3,"C","J","HL","HL",NA,NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,5,579,1,NA,1
"MMV","U","2010-09-15","HL",53,"wet",2011,"2010-11-15","06:13:00",9732370,696270,3,"C",NA,"HL","HL","2011-01-08","D_young_disappeared",0,NA,NA,NA,NA,13,54,NA,"grassland",0,"periphery",0,5,579,1,NA,1
"WALLACE","M","2002-02-15","UNK",53,"wet",2011,"2010-11-15","06:15:00",9732390,696190,106,"RM",NA,"HL","WALL&WILL","2010-11-30",NA,0,NA,NA,NA,NA,10,NA,"WALL&WILL","grassland",0,"periphery",0,5,579,1,1,2
"S#99","M","2004-08-15","S#",53,"wet",2011,"2010-11-15","08:21:00",9717710,713790,76,"RM","RM","MK","THE KILLERS",NA,NA,1,NA,NA,NA,NA,10,NA,"THE KILLERS","grassland",0,"centre",1,5,579,8,4,2
"PN54","F","1996-04-15","PN",53,"wet",2011,"2010-11-15","14:45:00",9717220,713990,176,"AF","AF","JK","JK","2013-08-07",NA,1,1,"NR",0,NA,4,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"S#93","M","2004-06-15","S#",53,"wet",2011,"2010-11-15","08:11:00",9715020,714560,78,"RM","RM","JK","THE KILLERS",NA,NA,1,NA,NA,NA,NA,10,NA,"THE KILLERS","grassland",0,"centre",1,5,579,8,4,2
"S#94","M","2004-06-15","S#",53,"wet",2011,"2010-11-15","08:11:00",9715020,714560,78,"RM","RM","JK","THE KILLERS",NA,NA,1,NA,NA,NA,NA,10,NA,"THE KILLERS","grassland",0,"centre",1,5,579,8,4,2
"MK91","F","2002-03-15","MK",53,"wet",2011,"2010-11-15","09:59:00",9724060,712040,105,"AF","AF","MK","MK",NA,NA,1,1,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,8,NA,1
"MK119","F","2007-05-15","MK",53,"wet",2011,"2010-11-15","10:29:00",9720690,709620,43,"AF","AF","MK","MK",NA,NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,8,NA,1
"K67","F","2005-01-15","KB",53,"wet",2011,"2010-11-15","17:30:00",9719650,731690,71,"AF","AF","KB","KB",NA,NA,1,1,"NR",0,NA,4,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"K60","F","2005-01-15","KB",53,"wet",2011,"2010-11-15","17:52:00",9718990,731790,71,"AF","AF","KB","KB",NA,NA,1,1,"NR",0,NA,4,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"K81","F","2008-07-15","KB",53,"wet",2011,"2010-11-15","10:19:00",9719250,730740,29,"AF","AF","KB","KB",NA,NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"K82","F","2009-03-15","KB",53,"wet",2011,"2010-11-15","10:19:00",9719250,730740,21,"SA2F","AF","KB","KB",NA,NA,1,NA,NA,NA,NA,2,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"K83","M","2009-03-15","KB",53,"wet",2011,"2010-11-15","10:19:00",9719250,730740,21,"SA2M",NA,"KB","KB","2011-01-20",NA,0,NA,NA,NA,NA,3,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"K79","M","2008-07-15","KB",53,"wet",2011,"2010-11-15","16:56:00",9716700,730070,29,"YM1",NA,"KB","KB","2011-01-22",NA,0,NA,NA,NA,NA,5,NA,NA,"grassland",0,"periphery",0,5,579,5,NA,1
"K43","F","1999-08-15","KB",53,"wet",2011,"2010-11-15","11:15:00",9718820,731420,136,"AF","AF","KB","KB","2011-11-09",NA,1,NA,"RAF_1",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,5,NA,1
"K63","F","2005-01-15","KB",53,"wet",2011,"2010-11-15","12:30:00",9720180,725050,71,"AF","AF","KB","KB",NA,NA,1,0,"NR",NA,NA,4,NA,NA,NA,NA,"periphery",0,5,579,5,NA,1
"K84","M","2010-06-15","KB",53,"wet",2011,"2010-11-15","16:53:00",9719120,724700,6,"J","SA1","KB","KB","2011-11-09",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"K85","F","2010-06-15","KB",53,"wet",2011,"2010-11-15","16:53:00",9719120,724700,6,"J",NA,"KB","KB","2011-06-03",NA,0,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"K86","M","2010-06-15","KB",53,"wet",2011,"2010-11-15","16:53:00",9719120,724700,6,"J","SA1","KB","KB","2011-11-09",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"K87","F","2010-06-15","KB",53,"wet",2011,"2010-11-15","16:53:00",9719120,724700,6,"J","SA1","KB","KB","2011-11-09",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"K88","F","2010-06-15","KB",53,"wet",2011,"2010-11-15","16:53:00",9719120,724700,6,"J","SA1","KB","KB","2011-11-09",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"K89","F","2010-06-15","KB",53,"wet",2011,"2010-11-15","16:53:00",9719120,724700,6,"J",NA,"KB","KB","2011-06-03",NA,0,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"BF44","M","2007-02-15","BF",53,"wet",2011,"2010-11-15","10:00:00",9721860,728000,46,"NM","RM","NO","BF44&BF50","2011-08-22",NA,1,NA,NA,NA,NA,9,NA,"BF44&BF50","open woodland",1,"periphery",0,5,579,NA,2,NA
"BF50","M","2007-03-15","BF",53,"wet",2011,"2010-11-15","10:00:00",9721860,728000,45,"NM","RM","NO","BF44&BF50","2011-08-06",NA,1,NA,NA,NA,NA,9,NA,"BF44&BF50","open woodland",1,"periphery",0,5,579,NA,2,NA
"L123","F","1999-08-15","LL",53,"wet",2011,"2010-11-15","14:44:00",9733890,718540,136,"AF","AF","LL","LL","2011-11-02",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,5,NA,1
"L144","F","2004-04-15","LL",53,"wet",2011,"2010-11-15","14:44:00",9733890,718540,80,"AF","AF","LL","LL",NA,NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"L146","F","2004-04-15","LL",53,"wet",2011,"2010-11-15","14:44:00",9733890,718540,80,"AF","AF","LL","LL",NA,NA,1,NA,"RAF_1",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"L181","M","2010-03-15","LL",53,"wet",2011,"2010-11-15","14:44:00",9733890,718540,9,"J","SA1","LL","LL","2014-01-10",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"L182","F","2010-03-15","LL",53,"wet",2011,"2010-11-15","14:44:00",9733890,718540,9,"J","SA1","LL","LL",NA,NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"L183","M","2010-03-15","LL",53,"wet",2011,"2010-11-15","14:44:00",9733890,718540,9,"J","SA1","LL","LL","2014-01-10",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"L184","M","2010-03-15","LL",53,"wet",2011,"2010-11-15","14:44:00",9733890,718540,9,"J","SA1","LL","LL","2014-01-10",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"L188","F","2010-09-15","LL",53,"wet",2011,"2010-11-15","14:44:00",9733890,718540,3,"C","J","LL","LL",NA,NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"L190","M","2010-09-15","LL",53,"wet",2011,"2010-11-15","14:44:00",9733890,718540,3,"C","J","LL","LL","2014-01-10",NA,1,NA,NA,NA,NA,13,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"TWARAN","M","2006-01-15","UNK",53,"wet",2011,"2010-11-15","08:04:00",9731380,714690,59,"RM","RM","LL","F-K-SN-TWARAN",NA,NA,1,NA,NA,NA,NA,10,NA,"F-K-SN-TWARAN","grassland",0,"periphery",0,5,579,5,4,3
"L118","F","1997-08-15","LL",53,"wet",2011,"2010-11-15","13:25:00",9729180,718670,160,"AF","AF","LL","LL","2011-11-03",NA,1,0,"NR",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"L139","F","2004-01-15","LL",53,"wet",2011,"2010-11-15","09:23:00",9729840,718420,83,"AF","AF","LL","LL",NA,NA,1,NA,"RAF_1",NA,NA,4,NA,NA,"open woodland",1,"periphery",0,5,579,5,NA,1
"FARAN","M","2006-01-15","UNK",53,"wet",2011,"2010-11-15","09:30:00",9726940,713040,59,"RM","RM","LL","F-K-SN-TWARAN",NA,NA,1,NA,NA,NA,NA,10,NA,"F-K-SN-TWARAN","open woodland",1,"periphery",0,5,579,5,4,3
"KARAN","M","2006-01-15","UNK",53,"wet",2011,"2010-11-15","09:30:00",9726940,713040,59,"RM","RM","LL","F-K-SN-TWARAN",NA,NA,1,NA,NA,NA,NA,10,NA,"F-K-SN-TWARAN","open woodland",1,"periphery",0,5,579,5,4,3
"SNARAN","M","2006-01-15","UNK",53,"wet",2011,"2010-11-15","11:42:00",9716620,719970,59,"RM","RM","LL","F-K-SN-TWARAN",NA,NA,1,NA,NA,NA,NA,10,NA,"F-K-SN-TWARAN","open woodland",1,"periphery",0,5,579,5,4,3
"L192","M","2010-10-15","LL",53,"wet",2011,"2010-11-15","11:42:00",9716620,719970,2,"C","J","LL","LL","2014-01-10",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,5,579,5,NA,1
"MH39","F","1999-06-15","MH",53,"wet",2011,"2010-11-15","10:02:00",9723400,694390,138,"AF","AF","MM","MM",NA,NA,1,1,"NR",2,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,2,NA,1
"MK130","F","2008-07-15","MK",53,"wet",2011,"2010-11-15","09:45:00",9722780,706490,29,"AF","AF","MK","MK",NA,NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,8,NA,1
"MK131","M","2008-07-15","MK",53,"wet",2011,"2010-11-15","09:45:00",9722780,706490,29,"YM1","YM2","MK","MK","2012-10-02",NA,1,NA,NA,NA,NA,5,NA,NA,"grassland",0,"centre",1,5,579,8,NA,1
"MK30","F","1996-04-15","MK",53,"wet",2011,"2010-11-15","07:20:00",9723770,709320,176,"AF","AF","MK","MK","2013-04-21",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,8,NA,1
"MK45","F","1997-02-15","MK",53,"wet",2011,"2010-11-15","07:52:00",9721010,709690,166,"AF","AF","MK","MK","2012-04-21",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,8,NA,1
"MK76","F","2001-10-15","MK",53,"wet",2011,"2010-11-15","08:34:00",9719890,717800,110,"AF",NA,"MK","MK","2011-04-29","D*",0,NA,"NR",NA,NA,4,54,NA,"grassland",0,"centre",1,5,579,8,NA,1
"MK129","F","2008-05-15","MK",53,"wet",2011,"2010-11-15","15:16:00",9720120,715940,31,"AF","AF","MK","MK",NA,NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"centre",1,5,579,8,NA,1
"MK29","F","1996-04-15","MK",53,"wet",2011,"2010-11-15","07:02:00",9726960,709510,176,"AF","AF","MK","MK","2012-06-09",NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,8,NA,1
"MK140","M","2010-10-15","MK",53,"wet",2011,"2010-11-15","15:20:00",9719520,721960,2,"C",NA,"MK","MK","2011-01-24",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"centre",1,5,579,8,NA,1
"SPF","M","2005-06-15","SP",53,"wet",2011,"2010-11-15","08:04:00",9721590,695870,66,"RM","RM","MM","SPF","2012-06-27",NA,1,NA,NA,NA,NA,10,NA,"SPF","grassland",0,"periphery",0,5,579,2,1,2
"MH35","F","1999-05-15","MH",53,"wet",2011,"2010-11-15","08:04:00",9721590,695870,139,"AF","AF","MM","MM","2014-04-06","D",1,1,"NR",NA,NA,4,60,NA,"grassland",0,"periphery",0,5,579,2,NA,1
"JELLO","M","1994-07-15","UNK",53,"wet",2011,"2010-11-15","10:35:00",9722880,702960,197,"RM",NA,"MY","FELLO&JELLO","2011-01-05",NA,0,NA,NA,NA,NA,10,NA,"FELLO&JELLO","open woodland",1,"periphery",0,5,579,6,1,0
"MH53","F","2002-09-15","MH",53,"wet",2011,"2010-11-15","10:47:00",9722270,702890,99,"AF","AF","MY","MY",NA,NA,1,NA,"RAF_3",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MH59","F","2003-02-15","MH",53,"wet",2011,"2010-11-15","10:47:00",9722270,702890,94,"AF","AF","MY","MY",NA,NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MH62","F","2003-02-15","MH",53,"wet",2011,"2010-11-15","10:47:00",9722270,702890,94,"AF","AF","MY","MY","2013-04-03",NA,1,NA,"RAF_1",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MH63","F","2003-02-15","MH",53,"wet",2011,"2010-11-15","10:47:00",9722270,702890,94,"AF","AF","MY","MY",NA,NA,1,NA,"RAF_3",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MH64","F","2003-02-15","MH",53,"wet",2011,"2010-11-15","10:47:00",9722270,702890,94,"AF","AF","MY","MY",NA,NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MYV","M","2009-08-15","MY",53,"wet",2011,"2010-11-15","10:47:00",9722270,702890,16,"SA1","SA2M","MY","MY","2011-09-05",NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MY3","F","2010-03-15","MY",53,"wet",2011,"2010-11-15","08:37:00",9724870,704000,9,"J","SA1","MY","MY",NA,NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MY7","M","2010-03-15","MY",53,"wet",2011,"2010-11-15","08:37:00",9724870,704000,9,"J",NA,"MY","MY","2010-12-20",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MYO","F","2008-09-15","MY",53,"wet",2011,"2010-11-15","08:37:00",9724870,704000,27,"AF","AF","MY","MY",NA,NA,1,0,"NR",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MY8","M","2010-03-15","MY",53,"wet",2011,"2010-11-15","07:24:00",9725350,702830,9,"J","SA1","MY","MY",NA,NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MY11","M","2010-07-15","MY",53,"wet",2011,"2010-11-15","14:05:00",9719490,700450,5,"C",NA,"MY","MY","2011-02-01",NA,0,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MY2","M","2010-03-15","MY",53,"wet",2011,"2010-11-15","14:05:00",9719490,700450,9,"J","SA1","MY","MY","2012-08-17",NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MY4","F","2010-03-15","MY",53,"wet",2011,"2010-11-15","14:05:00",9719490,700450,9,"J","SA1","MY","MY",NA,NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MY6","M","2010-03-15","MY",53,"wet",2011,"2010-11-15","14:05:00",9719490,700450,9,"J","SA1","MY","MY",NA,NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"MY10","M","2010-07-15","MY",53,"wet",2011,"2010-11-15","16:40:00",9720810,703190,5,"C","J","MY","MY",NA,NA,1,NA,NA,NA,NA,13,NA,NA,"grassland",0,"periphery",0,5,579,6,NA,1
"NN51","F","2004-01-15","N3",53,"wet",2011,"2010-11-15","13:41:00",9686780,722550,83,"AF","AF","N3","N3",NA,NA,1,1,"NR",1,NA,4,NA,NA,"grassland",0,"centre",1,5,579,2,NA,1
"NN32","F","1998-05-15","N3",53,"wet",2011,"2010-11-15","10:31:00",9686180,721740,151,"AF","AF","N3","N3",NA,NA,1,1,"NR",0,NA,4,NA,NA,"grassland",0,"centre",1,5,579,2,NA,1
"SSC","M","2006-05-15","SS",53,"wet",2011,"2010-11-15","07:48:00",9693760,701010,55,"NM","RM","NO","SSC&E",NA,NA,1,NA,NA,NA,NA,9,NA,"SSC&E","grassland",0,"periphery",0,5,579,NA,2,NA
"SSE","M","2006-05-15","SS",53,"wet",2011,"2010-11-15","07:48:00",9693760,701010,55,"NM","NM","NO","SSC&E",NA,NA,1,NA,NA,NA,NA,9,NA,"SSC&E","grassland",0,"periphery",0,5,579,NA,2,NA
"ERLAND","M","2007-07-15","UNK",53,"wet",2011,"2010-11-15","08:47:00",9733430,720490,41,"NM","NM","NO","ERLAND",NA,NA,1,NA,NA,NA,NA,9,NA,"ERLAND","grassland",0,"centre",1,5,579,NA,1,NA
"SUV","M","2007-08-15","SU",53,"wet",2011,"2010-11-15","10:51:00",9706590,715130,40,"YM3","NM","SU","SU","2012-09-11",NA,1,NA,NA,NA,NA,7,NA,NA,"grassland",0,"centre",1,5,579,2,NA,1
"PN100","F","2003-02-15","PN",53,"wet",2011,"2010-11-15","14:06:00",9709630,699880,94,"AF","AF","PN","PN",NA,NA,1,NA,"RAF_4",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,3,NA,1
"PN101","F","2003-02-15","PN",53,"wet",2011,"2010-11-15","14:06:00",9709630,699880,94,"AF","AF","PN","PN","2014-02-14","D",1,NA,"RAF_3",NA,NA,4,60,NA,"grassland",0,"periphery",0,5,579,3,NA,1
"PN123","M","2009-03-15","PN",53,"wet",2011,"2010-11-15","14:06:00",9709630,699880,21,"SA2M","YM1","PN","PN",NA,NA,1,NA,NA,NA,NA,3,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"PN124","F","2009-03-15","PN",53,"wet",2011,"2010-11-15","14:06:00",9709630,699880,21,"SA2F","AF","PN","PN",NA,NA,1,NA,NA,NA,NA,2,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"PN125","F","2009-03-15","PN",53,"wet",2011,"2010-11-15","14:06:00",9709630,699880,21,"SA2F","AF","PN","PN",NA,NA,1,NA,NA,NA,NA,2,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"PN126","M","2009-03-15","PN",53,"wet",2011,"2010-11-15","14:06:00",9709630,699880,21,"SA2M",NA,"PN","PN","2011-09-10",NA,1,NA,NA,NA,NA,3,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"PN127","F","2009-06-15","PN",53,"wet",2011,"2010-11-15","14:06:00",9709630,699880,18,"SA2F","AF","PN","PN",NA,NA,1,NA,NA,NA,NA,2,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"PN129","F","2009-06-15","PN",53,"wet",2011,"2010-11-15","14:06:00",9709630,699880,18,"SA2F","AF","PN","PN",NA,NA,1,NA,NA,NA,NA,2,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"PN130","F","2009-06-15","PN",53,"wet",2011,"2010-11-15","14:06:00",9709630,699880,18,"SA2F","AF","PN","PN",NA,NA,1,NA,NA,NA,NA,2,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"PN131","F","2009-08-15","PN",53,"wet",2011,"2010-11-15","14:06:00",9709630,699880,16,"SA1","SA2F","PN","PN",NA,NA,1,NA,NA,NA,NA,1,NA,NA,"grassland",0,"centre",1,5,579,3,NA,1
"PN102","F","2003-02-15","PN",53,"wet",2011,"2010-11-15","14:55:00",9712060,706770,94,"AF","AF","PN","PN",NA,NA,1,NA,"RAF_4",NA,NA,4,NA,NA,"grassland",0,"periphery",0,5,579,3,NA,1
"S#67","F","2000-06-15","S#",53,"wet",2011,"2010-11-15","11:30:00",9703350,708590,126,"AF","AF","S#","S#",NA,NA,1,1,"NR",1,NA,4,NA,NA,"grassland",0,"centre",1,5,579,9,NA,1
"S#103","F","2005-03-15","S#",53,"wet",2011,"2010-11-15","11:43:00",9702700,708680,69,"AF","AF","S#","S#","2012-09-25","D",1,1,"NR",0,NA,4,57,NA,"grassland",0,"periphery",0,5,579,9,NA,1
