"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"ID693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170","GRP170"
"ID1117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264"
"ID297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264","GRP264"
"ID7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3","GRP3"
"ID788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5","GRP5"
"ID96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42"
"ID230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42","GRP42"
"ID758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185"
"ID759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185"
"ID760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185"
"ID828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195"
"ID914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209"
"ID916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209"
"ID989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221"
"ID990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221"
"ID991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP221","GRP221","GRP221","GRP221","GRP221","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77","GRP77"
"ID993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221"
"ID994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221"
"ID995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221"
"ID988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221"
"ID166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46","GRP46"
"ID583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295","GRP295"
"ID584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87","GRP87"
"ID270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205","GRP205"
"ID25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14"
"ID26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14","GRP14"
"ID1063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242","GRP242"
"ID1093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP235","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234","GRP234"
"ID915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209"
"ID996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221"
"ID997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221","GRP221"
"ID275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89"
"ID276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP89","GRP89","GRP89","GRP89","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90","GRP90"
"ID277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91","GRP91"
"ID278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89"
"ID279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89","GRP89"
"ID1044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238"
"ID1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238","GRP238"
"ID587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP52","GRP52","GRP52","GRP52","GRP52","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293","GRP293"
"ID599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61","GRP61"
"ID709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176","GRP176"
"ID101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119"
"ID370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119","GRP119"
