"id","n_census","season","year","season.nb","year.nb","habitat","habitat.code","age.at.capture","nb_af_pride","nb_nm_coal_hr","survival","reproduction","cubs"
"ID636",21,"wet",1995,1,11,"open woodland",2,4.66666666666667,6,0,1,1,NA
"ID649",21,"wet",1995,1,11,"grassland",1,13.5833333333333,6,0,1,0,NA
"ID650",21,"wet",1995,1,11,"grassland",1,13.8333333333333,6,0,1,0,NA
"ID668",21,"wet",1995,1,11,"grassland",1,3.41666666666667,3,0,1,0,NA
"ID669",21,"wet",1995,1,11,"grassland",1,2.83333333333333,3,0,1,0,NA
"ID673",21,"wet",1995,1,11,"grassland",1,2.41666666666667,3,0,1,0,NA
"ID470",21,"wet",1995,1,11,"grassland",1,13.4166666666667,4,0,1,0,NA
"ID489",21,"wet",1995,1,11,"grassland",1,7.91666666666667,4,0,1,NA,NA
"ID693",21,"wet",1995,1,11,"grassland",1,2.83333333333333,4,0,1,0,NA
"ID471",21,"wet",1995,1,11,"grassland",1,11.4166666666667,4,0,1,0,NA
"ID752",21,"wet",1995,1,11,"open woodland",2,4.33333333333333,4,0,1,1,NA
"ID751",21,"wet",1995,1,11,"open woodland",2,7,4,0,1,0,NA
"ID757",21,"wet",1995,1,11,"open woodland",2,2.75,4,0,1,0,NA
"ID742",21,"wet",1995,1,11,"open woodland",2,9.25,4,0,1,0,NA
"ID853",21,"wet",1995,1,11,"grassland",1,6.83333333333333,5,0,0,NA,NA
"ID807",21,"wet",1995,1,11,"grassland",1,6.83333333333333,5,0,1,0,NA
"ID826",21,"wet",1995,1,11,"grassland",1,3.33333333333333,5,0,1,0,NA
"ID824",21,"wet",1995,1,11,"grassland",1,3.33333333333333,5,0,1,0,NA
"ID822",21,"wet",1995,1,11,"grassland",1,5.75,5,0,1,0,NA
"ID893",21,"wet",1995,1,11,"grassland",1,4.33333333333333,4,0,1,0,NA
"ID884",21,"wet",1995,1,11,"grassland",1,8.66666666666667,4,0,1,0,NA
"ID901",21,"wet",1995,1,11,"grassland",1,4.33333333333333,4,0,1,1,NA
"ID981",21,"wet",1995,1,11,"grassland",1,13.9166666666667,4,0,1,0,NA
"ID983",21,"wet",1995,1,11,"grassland",1,5.41666666666667,3,0,1,1,0
"ID990",21,"wet",1995,1,11,"grassland",1,2.25,3,0,1,0,NA
"ID993",21,"wet",1995,1,11,"grassland",1,2.16666666666667,3,0,1,0,NA
"ID1012",21,"wet",1995,1,11,NA,NA,12.1666666666667,1,0,1,0,NA
"ID1123",21,"wet",1995,1,11,"open woodland",2,8.25,5,0,1,NA,0
"ID1129",21,"wet",1995,1,11,"open woodland",2,3.91666666666667,5,0,1,NA,0
"ID1125",21,"wet",1995,1,11,"open woodland",2,4.33333333333333,5,0,1,1,NA
"ID1130",21,"wet",1995,1,11,"open woodland",2,3.91666666666667,5,0,1,0,NA
"ID1132",21,"wet",1995,1,11,"grassland",1,3.58333333333333,5,0,1,0,NA
"ID54",22,"dry",1995,2,11,"grassland",1,4.25,5,1,1,NA,NA
"ID55",22,"dry",1995,2,11,"grassland",1,4.25,5,1,1,NA,NA
"ID19",22,"dry",1995,2,11,"grassland",1,16.9166666666667,5,1,1,NA,NA
"ID79",22,"dry",1995,2,11,"grassland",1,10.1666666666667,5,1,1,NA,NA
"ID56",22,"dry",1995,2,11,"open woodland",2,3.91666666666667,5,1,1,NA,0
"ID144",22,"dry",1995,2,11,"open woodland",2,5.25,3,1,1,NA,0
"ID177",22,"dry",1995,2,11,"open woodland",2,14.8333333333333,3,1,1,NA,0
"ID149",22,"dry",1995,2,11,"open woodland",2,4.91666666666667,3,1,1,NA,0
"ID289",22,"dry",1995,2,11,"grassland",1,6.5,4,1,0,NA,NA
"ID273",22,"dry",1995,2,11,"grassland",1,5.75,4,1,1,0,NA
"ID290",22,"dry",1995,2,11,"grassland",1,6.5,4,1,1,1,0
"ID257",22,"dry",1995,2,11,"grassland",1,11.5833333333333,4,1,1,0,NA
"ID336",22,"dry",1995,2,11,"open woodland",2,5.08333333333333,2,1,1,NA,NA
"ID332",22,"dry",1995,2,11,"open woodland",2,10.9166666666667,2,1,1,NA,NA
"ID445",22,"dry",1995,2,11,"open woodland",2,8.25,4,1,1,0,NA
"ID456",22,"dry",1995,2,11,"open woodland",2,5.66666666666667,4,1,1,NA,NA
"ID457",22,"dry",1995,2,11,"open woodland",2,5.66666666666667,4,1,1,NA,NA
"ID460",22,"dry",1995,2,11,"open woodland",2,5.83333333333333,4,1,1,NA,NA
"ID511",22,"dry",1995,2,11,"grassland",1,6.5,3,1,1,0,NA
"ID512",22,"dry",1995,2,11,"grassland",1,6.91666666666667,3,1,1,0,NA
"ID510",22,"dry",1995,2,11,"grassland",1,6.5,3,1,1,0,NA
"ID584",22,"dry",1995,2,11,"grassland",1,2.08333333333333,7,1,1,NA,1
"ID631",22,"dry",1995,2,11,"grassland",1,6.41666666666667,7,1,1,NA,NA
"ID649",22,"dry",1995,2,11,"savannah",1,14.1666666666667,7,1,1,0,NA
"ID636",22,"dry",1995,2,11,"grassland",1,5.25,7,1,1,NA,0
"ID650",22,"dry",1995,2,11,"grassland",1,14.4166666666667,7,1,1,0,NA
"ID634",22,"dry",1995,2,11,"grassland",1,5.91666666666667,7,1,1,NA,0
"ID582",22,"dry",1995,2,11,"grassland",1,6.41666666666667,7,1,1,NA,NA
"ID668",22,"dry",1995,2,11,"open woodland",2,4,3,1,1,0,NA
"ID669",22,"dry",1995,2,11,"open woodland",2,3.41666666666667,3,1,1,0,NA
"ID673",22,"dry",1995,2,11,"open woodland",2,3,3,1,1,0,NA
"ID470",22,"dry",1995,2,11,"grassland",1,14,4,1,1,0,NA
"ID471",22,"dry",1995,2,11,"grassland",1,12,4,1,1,0,NA
"ID693",22,"dry",1995,2,11,"grassland",1,3.41666666666667,4,1,1,0,NA
"ID489",22,"dry",1995,2,11,"grassland",1,8.5,4,1,1,NA,NA
"ID742",22,"dry",1995,2,11,"open woodland",2,9.83333333333333,4,1,1,0,NA
"ID751",22,"dry",1995,2,11,"open woodland",2,7.58333333333333,4,1,1,0,NA
"ID752",22,"dry",1995,2,11,"open woodland",2,4.91666666666667,4,1,1,NA,0
"ID757",22,"dry",1995,2,11,"open woodland",2,3.33333333333333,4,1,1,0,NA
"ID807",22,"dry",1995,2,11,"grassland",1,7.41666666666667,4,1,1,0,NA
"ID822",22,"dry",1995,2,11,"grassland",1,6.33333333333333,4,1,1,0,NA
"ID824",22,"dry",1995,2,11,"grassland",1,3.91666666666667,4,1,1,0,NA
"ID826",22,"dry",1995,2,11,"grassland",1,3.91666666666667,4,1,1,1,2
"ID893",22,"dry",1995,2,11,"grassland",1,4.91666666666667,4,1,1,0,NA
"ID901",22,"dry",1995,2,11,"grassland",1,4.91666666666667,4,1,1,NA,3
"ID981",22,"dry",1995,2,11,"open woodland",2,14.5,4,1,1,0,NA
"ID884",22,"dry",1995,2,11,"open woodland",2,9.25,4,1,1,0,NA
"ID990",22,"dry",1995,2,11,"grassland",1,2.83333333333333,3,1,1,0,NA
"ID993",22,"dry",1995,2,11,"grassland",1,2.75,3,1,1,0,NA
"ID983",22,"dry",1995,2,11,"grassland",1,6,3,1,1,0,NA
"ID1012",22,"dry",1995,2,11,NA,NA,12.75,1,1,0,NA,NA
"ID1130",22,"dry",1995,2,11,"open woodland",2,4.5,5,1,1,0,NA
"ID1125",22,"dry",1995,2,11,"open woodland",2,4.91666666666667,5,1,1,NA,0
"ID1129",22,"dry",1995,2,11,"open woodland",2,4.5,5,1,1,0,NA
"ID1132",22,"dry",1995,2,11,"open woodland",2,4.16666666666667,5,1,1,0,NA
"ID1123",22,"dry",1995,2,11,"open woodland",2,8.83333333333333,5,1,1,0,NA
"ID19",23,"wet",1996,1,12,"open woodland",2,17.3333333333333,5,0,0,NA,NA
"ID54",23,"wet",1996,1,12,"open woodland",2,4.66666666666667,5,0,1,NA,NA
"ID55",23,"wet",1996,1,12,"grassland",1,4.66666666666667,5,0,1,NA,NA
"ID56",23,"wet",1996,1,12,"open woodland",2,4.33333333333333,5,0,1,0,NA
"ID79",23,"wet",1996,1,12,"grassland",1,10.5833333333333,5,0,1,NA,NA
"ID144",23,"wet",1996,1,12,"grassland",1,5.66666666666667,3,0,1,1,1
"ID149",23,"wet",1996,1,12,"grassland",1,5.33333333333333,3,0,1,1,NA
"ID177",23,"wet",1996,1,12,"grassland",1,15.25,3,0,1,0,NA
"ID257",23,"wet",1996,1,12,"grassland",1,12,6,0,1,1,NA
"ID273",23,"wet",1996,1,12,"grassland",1,6.16666666666667,6,0,1,0,NA
"ID275",23,"wet",1996,1,12,"grassland",1,2.33333333333333,6,0,1,0,NA
"ID279",23,"wet",1996,1,12,"grassland",1,2.25,6,0,1,0,NA
"ID290",23,"wet",1996,1,12,"grassland",1,6.91666666666667,6,0,1,1,NA
"ID278",23,"wet",1996,1,12,"grassland",1,2.25,6,0,1,0,NA
"ID332",23,"wet",1996,1,12,"grassland",1,11.3333333333333,2,0,1,NA,NA
"ID336",23,"wet",1996,1,12,"grassland",1,5.5,2,0,1,NA,NA
"ID445",23,"wet",1996,1,12,"open woodland",2,8.66666666666667,4,0,1,0,NA
"ID456",23,"wet",1996,1,12,"open woodland",2,6.08333333333333,4,0,1,NA,NA
"ID457",23,"wet",1996,1,12,"open woodland",2,6.08333333333333,4,0,1,1,0
"ID460",23,"wet",1996,1,12,"open woodland",2,6.25,4,0,1,NA,NA
"ID590",23,"wet",1996,1,12,"grassland",1,2.41666666666667,15,0,1,0,NA
"ID600",23,"wet",1996,1,12,"grassland",1,2.25,15,0,1,0,NA
"ID631",23,"wet",1996,1,12,"grassland",1,6.83333333333333,15,0,1,1,NA
"ID582",23,"wet",1996,1,12,"grassland",1,6.83333333333333,15,0,1,1,3
"ID634",23,"wet",1996,1,12,"grassland",1,6.33333333333333,15,0,1,1,NA
"ID584",23,"wet",1996,1,12,"grassland",1,2.5,15,0,1,NA,NA
"ID587",23,"wet",1996,1,12,"open woodland",2,2.41666666666667,15,0,1,0,NA
"ID592",23,"wet",1996,1,12,"open woodland",2,2.33333333333333,15,0,1,0,NA
"ID599",23,"wet",1996,1,12,"grassland",1,2.33333333333333,15,0,1,0,NA
"ID601",23,"wet",1996,1,12,"grassland",1,2.25,15,0,1,0,NA
"ID602",23,"wet",1996,1,12,"grassland",1,2.25,15,0,1,0,NA
"ID603",23,"wet",1996,1,12,"grassland",1,2.25,15,0,1,0,NA
"ID649",23,"wet",1996,1,12,"grassland",1,14.5833333333333,15,0,1,0,NA
"ID650",23,"wet",1996,1,12,"grassland",1,14.8333333333333,15,0,1,0,NA
"ID636",23,"wet",1996,1,12,"grassland",1,5.66666666666667,15,0,1,1,NA
"ID668",23,"wet",1996,1,12,"grassland",1,4.41666666666667,3,0,1,1,NA
"ID673",23,"wet",1996,1,12,"savannah",1,3.41666666666667,3,0,1,1,NA
"ID669",23,"wet",1996,1,12,"grassland",1,3.83333333333333,3,0,1,1,NA
"ID470",23,"wet",1996,1,12,"grassland",1,14.4166666666667,4,0,1,0,NA
"ID489",23,"wet",1996,1,12,"grassland",1,8.91666666666667,4,0,1,NA,NA
"ID693",23,"wet",1996,1,12,"grassland",1,3.83333333333333,4,0,1,1,3
"ID471",23,"wet",1996,1,12,"grassland",1,12.4166666666667,4,0,1,0,NA
"ID752",23,"wet",1996,1,12,"open woodland",2,5.33333333333333,4,0,1,1,1
"ID757",23,"wet",1996,1,12,"open woodland",2,3.75,4,0,1,1,2
"ID742",23,"wet",1996,1,12,"open woodland",2,10.25,4,0,1,1,NA
"ID751",23,"wet",1996,1,12,"open woodland",2,8,4,0,1,1,NA
"ID823",23,"wet",1996,1,12,"grassland",1,4.91666666666667,1,0,1,0,NA
"ID807",23,"wet",1996,1,12,"grassland",1,7.83333333333333,4,0,1,0,NA
"ID826",23,"wet",1996,1,12,"grassland",1,4.33333333333333,4,0,1,NA,NA
"ID822",23,"wet",1996,1,12,"grassland",1,6.75,4,0,1,1,NA
"ID824",23,"wet",1996,1,12,"grassland",1,4.33333333333333,4,0,1,1,3
"ID884",23,"wet",1996,1,12,"grassland",1,9.66666666666667,4,0,1,0,NA
"ID893",23,"wet",1996,1,12,"grassland",1,5.33333333333333,4,0,1,0,NA
"ID901",23,"wet",1996,1,12,"grassland",1,5.33333333333333,4,0,1,NA,NA
"ID981",23,"wet",1996,1,12,"grassland",1,14.9166666666667,4,0,1,0,NA
"ID983",23,"wet",1996,1,12,"grassland",1,6.41666666666667,3,0,1,0,NA
"ID990",23,"wet",1996,1,12,"grassland",1,3.25,3,0,1,0,NA
"ID993",23,"wet",1996,1,12,"grassland",1,3.16666666666667,3,0,1,1,NA
"ID1130",23,"wet",1996,1,12,"open woodland",2,4.91666666666667,5,0,1,1,2
"ID1129",23,"wet",1996,1,12,"grassland",1,4.91666666666667,5,0,1,1,3
"ID1123",23,"wet",1996,1,12,"open woodland",2,9.25,5,0,1,1,3
"ID1125",23,"wet",1996,1,12,"grassland",1,5.33333333333333,5,0,1,NA,NA
"ID1132",23,"wet",1996,1,12,"open woodland",2,4.58333333333333,5,0,1,0,NA
"ID55",24,"dry",1996,2,12,"grassland",1,5.25,5,1,1,NA,NA
"ID54",24,"dry",1996,2,12,"grassland",1,5.25,5,1,1,NA,NA
"ID56",24,"dry",1996,2,12,"grassland",1,4.91666666666667,5,1,1,1,NA
"ID60",24,"dry",1996,2,12,"grassland",1,2.08333333333333,5,1,1,0,NA
"ID79",24,"dry",1996,2,12,"grassland",1,11.1666666666667,5,1,1,0,NA
"ID144",24,"dry",1996,2,12,"open woodland",2,6.25,3,1,1,NA,NA
"ID177",24,"dry",1996,2,12,"open woodland",2,15.8333333333333,3,1,1,0,NA
"ID149",24,"dry",1996,2,12,"open woodland",2,5.91666666666667,3,1,1,NA,0
"ID273",24,"dry",1996,2,12,"grassland",1,6.75,6,1,1,1,NA
"ID257",24,"dry",1996,2,12,"grassland",1,12.5833333333333,6,1,1,NA,1
"ID275",24,"dry",1996,2,12,"grassland",1,2.91666666666667,6,1,1,1,2
"ID278",24,"dry",1996,2,12,"grassland",1,2.83333333333333,6,1,1,1,NA
"ID279",24,"dry",1996,2,12,"grassland",1,2.83333333333333,6,1,1,1,NA
"ID290",24,"dry",1996,2,12,"grassland",1,7.5,6,1,1,NA,0
"ID336",24,"dry",1996,2,12,"open woodland",2,6.08333333333333,2,1,1,NA,NA
"ID332",24,"dry",1996,2,12,"open woodland",2,11.9166666666667,2,1,0,NA,NA
"ID456",24,"dry",1996,2,12,"open woodland",2,6.66666666666667,4,1,1,1,0
"ID445",24,"dry",1996,2,12,"open woodland",2,9.25,4,1,1,0,NA
"ID460",24,"dry",1996,2,12,"open woodland",2,6.83333333333333,4,1,1,NA,NA
"ID457",24,"dry",1996,2,12,"open woodland",2,6.66666666666667,4,1,1,NA,NA
"ID510",24,"dry",1996,2,12,"grassland",1,7.5,3,1,1,0,NA
"ID511",24,"dry",1996,2,12,"grassland",1,7.5,3,1,1,0,NA
"ID512",24,"dry",1996,2,12,"grassland",1,7.91666666666667,3,1,1,0,NA
"ID582",24,"dry",1996,2,12,"open woodland",2,7.41666666666667,15,1,1,NA,NA
"ID650",24,"dry",1996,2,12,"open woodland",2,15.4166666666667,15,1,1,0,NA
"ID584",24,"dry",1996,2,12,"open woodland",2,3.08333333333333,15,1,1,0,NA
"ID592",24,"dry",1996,2,12,"grassland",1,2.91666666666667,15,1,1,0,NA
"ID600",24,"dry",1996,2,12,"grassland",1,2.83333333333333,15,1,1,0,NA
"ID631",24,"dry",1996,2,12,"grassland",1,7.41666666666667,15,1,1,NA,2
"ID603",24,"dry",1996,2,12,"open woodland",2,2.83333333333333,15,1,1,0,NA
"ID634",24,"dry",1996,2,12,"savannah",1,6.91666666666667,15,1,1,NA,2
"ID587",24,"dry",1996,2,12,"open woodland",2,3,15,1,1,0,NA
"ID601",24,"dry",1996,2,12,"open woodland",2,2.83333333333333,15,1,1,0,NA
"ID602",24,"dry",1996,2,12,"open woodland",2,2.83333333333333,15,1,1,0,NA
"ID590",24,"dry",1996,2,12,"grassland",1,3,15,1,1,0,NA
"ID599",24,"dry",1996,2,12,"savannah",1,2.91666666666667,15,1,1,0,NA
"ID636",24,"dry",1996,2,12,"grassland",1,6.25,15,1,1,NA,2
"ID649",24,"dry",1996,2,12,"grassland",1,15.1666666666667,15,1,0,NA,NA
"ID668",24,"dry",1996,2,12,"open woodland",2,5,3,1,1,NA,0
"ID673",24,"dry",1996,2,12,"grassland",1,4,3,1,1,NA,0
"ID669",24,"dry",1996,2,12,"open woodland",2,4.41666666666667,3,1,1,NA,0
"ID712",24,"dry",1996,2,12,"grassland",1,2.16666666666667,4,1,1,0,NA
"ID489",24,"dry",1996,2,12,"grassland",1,9.5,4,1,1,0,NA
"ID693",24,"dry",1996,2,12,"grassland",1,4.41666666666667,4,1,1,NA,NA
"ID470",24,"dry",1996,2,12,"grassland",1,15,4,1,1,0,NA
"ID752",24,"dry",1996,2,12,"open woodland",2,5.91666666666667,5,1,1,NA,0
"ID751",24,"dry",1996,2,12,"open woodland",2,8.58333333333333,5,1,1,NA,0
"ID757",24,"dry",1996,2,12,"open woodland",2,4.33333333333333,5,1,1,NA,0
"ID742",24,"dry",1996,2,12,"open woodland",2,10.8333333333333,5,1,1,NA,0
"ID763",24,"dry",1996,2,12,"open woodland",2,2.16666666666667,5,1,1,0,NA
"ID807",24,"dry",1996,2,12,"grassland",1,8.41666666666667,4,1,1,0,NA
"ID822",24,"dry",1996,2,12,"open woodland",2,7.33333333333333,4,1,1,NA,2
"ID824",24,"dry",1996,2,12,"grassland",1,4.91666666666667,4,1,1,NA,NA
"ID826",24,"dry",1996,2,12,"grassland",1,4.91666666666667,4,1,1,NA,NA
"ID981",24,"dry",1996,2,12,"grassland",1,15.5,4,1,1,0,NA
"ID884",24,"dry",1996,2,12,"grassland",1,10.25,4,1,1,0,NA
"ID893",24,"dry",1996,2,12,"grassland",1,5.91666666666667,4,1,1,0,NA
"ID901",24,"dry",1996,2,12,"grassland",1,5.91666666666667,4,1,1,NA,NA
"ID983",24,"dry",1996,2,12,"grassland",1,7,3,1,1,0,NA
"ID990",24,"dry",1996,2,12,"grassland",1,3.83333333333333,3,1,1,0,NA
"ID993",24,"dry",1996,2,12,"grassland",1,3.75,3,1,1,NA,0
"ID1129",24,"dry",1996,2,12,"open woodland",2,5.5,5,1,1,NA,NA
"ID1123",24,"dry",1996,2,12,"open woodland",2,9.83333333333333,5,1,1,NA,NA
"ID1125",24,"dry",1996,2,12,"open woodland",2,5.91666666666667,5,1,1,NA,NA
"ID1130",24,"dry",1996,2,12,"open woodland",2,5.5,5,1,1,NA,NA
"ID1132",24,"dry",1996,2,12,"open woodland",2,5.16666666666667,5,1,1,0,NA
"ID6",25,"wet",1997,1,13,"grassland",1,2.91666666666667,1,0,1,0,NA
"ID54",25,"wet",1997,1,13,"grassland",1,5.66666666666667,7,0,1,NA,NA
"ID55",25,"wet",1997,1,13,"grassland",1,5.66666666666667,7,0,0,NA,NA
"ID56",25,"wet",1997,1,13,"grassland",1,5.33333333333333,7,0,1,NA,0
"ID60",25,"wet",1997,1,13,"grassland",1,2.5,7,0,0,NA,NA
"ID61",25,"wet",1997,1,13,"grassland",1,2.08333333333333,7,0,1,0,NA
"ID62",25,"wet",1997,1,13,"grassland",1,2.08333333333333,7,0,1,0,NA
"ID79",25,"wet",1997,1,13,"grassland",1,11.5833333333333,7,0,1,0,NA
"ID144",25,"wet",1997,1,13,"open woodland",2,6.66666666666667,3,0,1,NA,NA
"ID149",25,"wet",1997,1,13,"open woodland",2,6.33333333333333,3,0,1,0,NA
"ID177",25,"wet",1997,1,13,"open woodland",2,16.25,3,0,1,0,NA
"ID592",25,"wet",1997,1,13,"grassland",1,3.33333333333333,13,0,1,0,NA
"ID584",25,"wet",1997,1,13,"grassland",1,3.5,13,0,1,1,NA
"ID587",25,"wet",1997,1,13,"grassland",1,3.41666666666667,13,0,1,0,NA
"ID590",25,"wet",1997,1,13,"grassland",1,3.41666666666667,13,0,1,0,NA
"ID600",25,"wet",1997,1,13,"grassland",1,3.25,13,0,1,0,NA
"ID601",25,"wet",1997,1,13,"grassland",1,3.25,13,0,1,1,NA
"ID602",25,"wet",1997,1,13,"grassland",1,3.25,13,0,1,0,NA
"ID273",25,"wet",1997,1,13,"grassland",1,7.16666666666667,6,0,1,NA,0
"ID278",25,"wet",1997,1,13,"grassland",1,3.25,6,0,1,NA,2
"ID279",25,"wet",1997,1,13,"grassland",1,3.25,6,0,1,NA,1
"ID290",25,"wet",1997,1,13,"grassland",1,7.91666666666667,6,0,1,1,3
"ID275",25,"wet",1997,1,13,"grassland",1,3.33333333333333,6,0,1,NA,NA
"ID257",25,"wet",1997,1,13,"grassland",1,13,6,0,1,NA,NA
"ID579",25,"wet",1997,1,13,"grassland",1,5.41666666666667,1,0,1,NA,1
"ID336",25,"wet",1997,1,13,"grassland",1,6.5,1,0,1,NA,NA
"ID445",25,"wet",1997,1,13,"grassland",1,9.66666666666667,4,0,1,1,2
"ID456",25,"wet",1997,1,13,"open woodland",2,7.08333333333333,4,0,1,1,1
"ID457",25,"wet",1997,1,13,"open woodland",2,7.08333333333333,4,0,1,1,NA
"ID460",25,"wet",1997,1,13,"open woodland",2,7.25,4,0,1,1,NA
"ID510",25,"wet",1997,1,13,"grassland",1,7.91666666666667,3,0,1,0,NA
"ID511",25,"wet",1997,1,13,"grassland",1,7.91666666666667,3,0,1,0,NA
"ID536",25,"wet",1997,1,13,"grassland",1,2.08333333333333,3,0,1,0,NA
"ID582",25,"wet",1997,1,13,"grassland",1,7.83333333333333,13,0,1,NA,NA
"ID631",25,"wet",1997,1,13,"grassland",1,7.83333333333333,13,0,1,NA,NA
"ID634",25,"wet",1997,1,13,"grassland",1,7.33333333333333,13,0,1,NA,NA
"ID636",25,"wet",1997,1,13,"grassland",1,6.66666666666667,13,0,1,NA,NA
"ID649",25,"wet",1997,1,13,"grassland",1,15.5833333333333,13,0,0,NA,NA
"ID650",25,"wet",1997,1,13,"grassland",1,15.8333333333333,13,0,1,0,NA
"ID668",25,"wet",1997,1,13,"grassland",1,5.41666666666667,3,0,1,1,0
"ID669",25,"wet",1997,1,13,"grassland",1,4.83333333333333,3,0,0,NA,NA
"ID673",25,"wet",1997,1,13,"grassland",1,4.41666666666667,3,0,1,1,0
"ID712",25,"wet",1997,1,13,"grassland",1,2.58333333333333,5,0,1,0,NA
"ID470",25,"wet",1997,1,13,"grassland",1,15.4166666666667,5,0,0,NA,NA
"ID693",25,"wet",1997,1,13,"grassland",1,4.83333333333333,5,0,1,NA,NA
"ID489",25,"wet",1997,1,13,"grassland",1,9.91666666666667,5,0,1,1,NA
"ID471",25,"wet",1997,1,13,"grassland",1,13.4166666666667,5,0,1,0,NA
"ID751",25,"wet",1997,1,13,"open woodland",2,9,5,0,1,0,NA
"ID763",25,"wet",1997,1,13,"open woodland",2,2.58333333333333,5,0,0,NA,NA
"ID752",25,"wet",1997,1,13,"open woodland",2,6.33333333333333,5,0,1,NA,NA
"ID757",25,"wet",1997,1,13,"open woodland",2,4.75,5,0,1,NA,NA
"ID742",25,"wet",1997,1,13,"open woodland",2,11.25,5,0,1,0,NA
"ID826",25,"wet",1997,1,13,"grassland",1,5.33333333333333,4,0,1,1,NA
"ID807",25,"wet",1997,1,13,"grassland",1,8.83333333333333,4,0,1,1,2
"ID822",25,"wet",1997,1,13,"grassland",1,7.75,4,0,1,NA,NA
"ID824",25,"wet",1997,1,13,"grassland",1,5.33333333333333,4,0,1,NA,NA
"ID884",25,"wet",1997,1,13,"grassland",1,10.6666666666667,4,0,1,0,NA
"ID893",25,"wet",1997,1,13,"grassland",1,6.33333333333333,4,0,1,0,NA
"ID901",25,"wet",1997,1,13,"grassland",1,6.33333333333333,4,0,1,1,NA
"ID981",25,"wet",1997,1,13,"grassland",1,15.9166666666667,4,0,1,0,NA
"ID983",25,"wet",1997,1,13,"grassland",1,7.41666666666667,3,0,1,0,NA
"ID990",25,"wet",1997,1,13,"grassland",1,4.25,3,0,1,0,NA
"ID993",25,"wet",1997,1,13,"grassland",1,4.16666666666667,3,0,1,0,NA
"ID986",25,"wet",1997,1,13,"grassland",1,6.83333333333333,1,0,1,0,NA
"ID1123",25,"wet",1997,1,13,"open woodland",2,10.25,5,0,1,NA,NA
"ID1125",25,"wet",1997,1,13,"open woodland",2,6.33333333333333,5,0,1,0,NA
"ID1129",25,"wet",1997,1,13,"open woodland",2,5.91666666666667,5,0,1,NA,NA
"ID1132",25,"wet",1997,1,13,"open woodland",2,5.58333333333333,5,0,0,NA,NA
"ID1130",25,"wet",1997,1,13,"open woodland",2,5.91666666666667,5,0,1,NA,NA
"ID6",26,"dry",1997,2,13,"grassland",1,3.5,1,0,1,1,0
"ID61",26,"dry",1997,2,13,"grassland",1,2.66666666666667,5,0,1,0,NA
"ID62",26,"dry",1997,2,13,"grassland",1,2.66666666666667,5,0,1,0,NA
"ID56",26,"dry",1997,2,13,"grassland",1,5.91666666666667,5,0,1,0,NA
"ID54",26,"dry",1997,2,13,"grassland",1,6.25,5,0,1,1,0
"ID79",26,"dry",1997,2,13,"grassland",1,12.1666666666667,5,0,0,NA,NA
"ID144",26,"dry",1997,2,13,"open woodland",2,7.25,3,0,1,1,3
"ID177",26,"dry",1997,2,13,"open woodland",2,16.8333333333333,3,0,1,0,NA
"ID149",26,"dry",1997,2,13,"open woodland",2,6.91666666666667,3,0,1,1,NA
"ID584",26,"dry",1997,2,13,"grassland",1,4.08333333333333,8,0,1,NA,0
"ID587",26,"dry",1997,2,13,"grassland",1,4,8,0,1,0,NA
"ID590",26,"dry",1997,2,13,"grassland",1,4,8,0,1,0,NA
"ID601",26,"dry",1997,2,13,"grassland",1,3.83333333333333,8,0,1,NA,0
"ID592",26,"dry",1997,2,13,"grassland",1,3.91666666666667,8,0,1,0,NA
"ID600",26,"dry",1997,2,13,"grassland",1,3.83333333333333,8,0,1,0,NA
"ID603",26,"dry",1997,2,13,"grassland",1,3.83333333333333,8,0,1,0,NA
"ID602",26,"dry",1997,2,13,"grassland",1,3.83333333333333,8,0,1,0,NA
"ID599",26,"dry",1997,2,13,"grassland",1,3.91666666666667,6,0,1,0,NA
"ID257",26,"dry",1997,2,13,"grassland",1,13.5833333333333,6,0,1,NA,NA
"ID275",26,"dry",1997,2,13,"grassland",1,3.91666666666667,6,0,1,NA,NA
"ID290",26,"dry",1997,2,13,"grassland",1,8.5,6,0,1,NA,NA
"ID279",26,"dry",1997,2,13,"grassland",1,3.83333333333333,6,0,1,NA,NA
"ID273",26,"dry",1997,2,13,"grassland",1,7.75,6,0,1,0,NA
"ID278",26,"dry",1997,2,13,"grassland",1,3.83333333333333,6,0,1,NA,NA
"ID579",26,"dry",1997,2,13,"grassland",1,6,1,0,1,NA,NA
"ID336",26,"dry",1997,2,13,"grassland",1,7.08333333333333,2,0,1,0,NA
"ID339",26,"dry",1997,2,13,"grassland",1,2.16666666666667,2,0,1,0,NA
"ID445",26,"dry",1997,2,13,"open woodland",2,10.25,4,0,0,NA,NA
"ID456",26,"dry",1997,2,13,"open woodland",2,7.66666666666667,4,0,1,NA,NA
"ID460",26,"dry",1997,2,13,"open woodland",2,7.83333333333333,4,0,1,NA,0
"ID457",26,"dry",1997,2,13,"open woodland",2,7.66666666666667,4,0,1,NA,1
"ID536",26,"dry",1997,2,13,"open woodland",2,2.66666666666667,4,0,1,0,NA
"ID510",26,"dry",1997,2,13,"grassland",1,8.5,4,0,1,0,NA
"ID512",26,"dry",1997,2,13,"grassland",1,8.91666666666667,4,0,1,0,NA
"ID511",26,"dry",1997,2,13,"grassland",1,8.5,4,0,1,0,NA
